request_rate,packet_size,cpu_usage,connection_time
5.496714153011233,147.98710873172004,26.62410862512809,1.0460962210613045
4.861735698828816,138.49267365825537,29.27740664642241,1.5698074946102492
5.6476885381006925,121.19260739840348,26.037900395000193,1.793197233289178
6.523029856408026,107.06126444588853,28.4601923518048,2.9438438286700954
4.765846625276664,133.9644662722718,20.531926665231072,2.2782765622668792
4.765863043050819,127.86970770843499,31.066468536864694,1.3322592154500543
6.5792128155073915,137.90386440055465,30.006027376811122,2.2430181447088184
5.7674347291529084,132.70343603363938,25.914556844659046,1.2263480055308174
4.530525614065048,140.9910543063867,33.296228342162024,2.5413455269435365
5.542560043585965,109.29529576878863,34.68785068813279,1.7644376740910608
4.536582307187538,146.34788131268652,21.962200678155128,1.9531819056304145
4.5342702464297435,123.95199209384799,26.18637610716893,2.662898323771095
5.241962271566035,161.5052174525053,26.15428825106351,1.356418215707875
3.086719755342202,106.21624363820864,25.300484494455677,1.3014409074435043
3.2750821674869672,154.719276063305,34.14737420965874,1.7082003368269976
4.437712470759028,123.95821566925295,29.030869306135983,2.5191894255096585
3.9871688796655764,106.97163992771104,28.677425793446947,1.240326962261579
5.314247332595274,110.32228331891356,19.980688177966233,0.5839222009447156
4.091975924478789,113.5930538361136,33.17709015104613,1.7744205707955005
3.5876962986647083,128.48331892803833,23.80370802573264,2.27587039995546
6.465648768921554,130.45670976071,30.299663151331643,2.6001308748694147
4.774223699513464,108.52599992122842,31.386884689790957,1.7684193189573005
5.067528204687924,119.51290815478035,36.80329297919326,1.7942866964419988
3.575251813786543,162.8454071722373,23.45589800440444,2.5769503671278735
4.455617275474817,154.55086340201422,14.902439220895873,1.0651291501522897
5.110922589709866,128.72647339348063,30.919247723768475,1.8057396124084955
3.8490064225776974,120.760069563364,39.00255590755427,2.095211944962529
5.3756980183456715,122.40062653436523,36.19473176469719,2.2246093606425172
4.399361310081195,132.27035945460833,31.048297076373128,1.7450966534045587
4.708306250206723,99.5441486960319,27.541819071839765,2.0172205058529205
4.398293387770603,114.8524692515331,34.03561298318655,0.7558363232935053
6.852278184508938,86.62831852244821,25.132269001477656,1.6708757938330758
4.986502775262066,127.98446245210559,32.3817888467811,2.2267543562772336
3.9422890710440996,132.9439187940548,32.52735079583314,1.5088529828726602
5.822544912103189,110.33627075401252,35.3010495374944,2.0294921107947985
3.7791563500289778,151.47973526580066,43.79830019455539,2.223436250401349
